ID   Time    N0      N1        N2         D0       D1          C       L
146 |14.6|687.185|690.636 |82.179     |83.565 |14.6844   |17.5725  |52.9325
147 |14.7|688.879|697.475 |83.6459    |83.771 |14.8298   |17.7028  |53.1375
148 |14.8|690.553|704.32  |85.1273    |83.9745|14.9754   |17.8332  |53.341
149 |14.9|692.206|711.171 |86.6233    |84.1756|15.121    |17.9637  |53.5432
150 |15  |693.84 |718.027 |88.1338    |84.3742|15.2668   |18.0942  |53.744
151 |15.1|695.453|724.888 |89.6588    |84.5704|15.4127   |18.2247  |53.9435
152 |15.2|697.047|731.754 |91.1984    |84.7643|15.5587   |18.3552  |54.1416
153 |15.3|698.622|738.625 |92.7527    |84.9558|15.7048   |18.4858  |54.3384
154 |15.4|700.178|745.5   |94.3215    |85.145 |15.851    |18.6164  |54.5339
155 |15.5|701.715|752.38  |95.9049    |85.3319|15.9972   |18.7471  |54.728
156 |15.6|703.234|759.263 |97.5029    |85.5166|16.1436   |18.8777  |54.9209
157 |15.7|704.734|766.151 |99.1156    |85.699 |16.29     |19.0084  |55.1125
158 |15.8|706.216|773.041 |100.743    |85.8792|16.4365   |19.1391  |55.3028
159 |15.9|707.68 |779.935 |102.385    |86.0573|16.5831   |19.2699  |55.4918
160 |16  |709.126|786.832 |104.041    |86.2331|16.7298   |19.4006  |55.6796
161 |16.1|710.555|793.732 |105.712    |86.4069|16.8765   |19.5314  |55.8661
162 |16.2|711.967|800.635 |107.398    |86.5786|17.0232   |19.6622  |56.0514
163 |16.3|713.361|807.54  |109.099    |86.7482|17.1701   |19.793   |56.2355
164 |16.4|714.739|814.447 |110.814    |86.9157|17.3169   |19.9238  |56.4183
165 |16.5|716.1  |821.356 |112.544    |87.0812|17.4638   |20.0546  |56.6
166 |16.6|717.445|828.267 |114.288    |87.2447|17.6108   |20.1855  |56.7804
167 |16.7|718.773|835.179 |116.048    |87.4062|17.7577   |20.3163  |56.9597
168 |16.8|720.086|842.093 |117.822    |87.5658|17.9047   |20.4472  |57.1378
169 |16.9|721.382|849.008 |119.61     |87.7235|18.0518   |20.578   |57.3147
170 |17  |722.663|855.924 |121.413    |87.8792|18.1988   |20.7089  |57.4904
171 |17.1|723.928|862.841 |123.231    |88.0331|18.3459   |20.8397  |57.665
172 |17.2|725.178|869.758 |125.064    |88.1851|18.493    |20.9706  |57.8385
173 |17.3|726.413|876.676 |126.911    |88.3353|18.64     |21.1015  |58.0108
174 |17.4|727.633|883.594 |128.773    |88.4836|18.7871   |21.2323  |58.182
175 |17.5|728.838|890.512 |130.65     |88.6302|18.9342   |21.3632  |58.3521
176 |17.6|730.029|897.43  |132.541    |88.775 |19.0813   |21.494   |58.5211
177 |17.7|731.205|904.347 |134.448    |88.918 |19.2284   |21.6249  |58.689
178 |17.8|732.367|911.265 |136.368    |89.0593|19.3755   |21.7557  |58.8558
179 |17.9|733.515|918.181 |138.304    |89.1989|19.5225   |21.8865  |59.0215
180 |18  |734.649|925.097 |140.254    |89.3368|19.6696   |22.0173  |59.1862
181 |18.1|735.77 |932.012 |142.219    |89.4731|19.8166   |22.1481  |59.3497
182 |18.2|736.876|938.925 |144.198    |89.6077|19.9636   |22.2789  |59.5123
183 |18.3|737.97 |945.837 |146.193    |89.7407|20.1106   |22.4096  |59.6738
184 |18.4|739.05 |952.748 |148.202    |89.872 |20.2575   |22.5404  |59.8342
185 |18.5|740.117|959.657 |150.225    |90.0018|20.4044   |22.6711  |59.9937
186 |18.6|741.172|966.565 |152.263    |90.13  |20.5513   |22.8018  |60.1521
187 |18.7|742.213|973.47  |154.316    |90.2567|20.6981   |22.9325  |60.3094
188 |18.8|743.242|980.374 |156.384    |90.3818|20.8449   |23.0631  |60.4658
189 |18.9|744.259|987.275 |158.466    |90.5054|20.9916   |23.1938  |60.6212
190 |19  |745.263|994.174 |160.563    |90.6276|21.1383   |23.3244  |60.7756
191 |19.1|746.255|1001.07 |162.675    |90.7482|21.2849   |23.4549  |60.929
192 |19.2|747.235|1007.96 |164.801    |90.8674|21.4315   |23.5855  |61.0815
193 |19.3|748.204|1014.85 |166.942    |90.9851|21.578    |23.716   |61.233
194 |19.4|749.16 |1021.74 |169.097    |91.1015|21.7245   |23.8465  |61.3835
195 |19.5|750.105|1028.63 |171.268    |91.2164|21.8709   |23.9769  |61.5331
196 |19.6|751.039|1035.51 |173.452    |91.3299|22.0172   |24.1073  |61.6817
197 |19.7|751.961|1042.39 |175.652    |91.4421|22.1634   |24.2377  |61.8294
198 |19.8|752.872|1049.26 |177.866    |91.5529|22.3096   |24.368   |61.9761
199 |19.9|753.773|1056.13 |180.094    |91.6623|22.4557   |24.4983  |62.122
200 |20  |754.662|1063    |182.337    |91.7705|22.6017   |24.6285  |62.2669
201 |20.1|755.54 |1069.86 |184.595    |91.8773|22.7477   |24.7587  |62.4109
202 |20.2|756.408|1076.72 |186.868    |91.9829|22.8935   |24.8889  |62.554
203 |20.3|757.266|1083.58 |189.154    |92.0871|23.0393   |25.019   |62.6963
204 |20.4|758.113|1090.43 |191.456    |92.1901|23.185    |25.1491  |62.8376
205 |20.5|758.95 |1097.28 |193.772    |92.2919|23.3305   |25.2791  |62.9781
206 |20.6|759.776|1104.12 |196.103    |92.3924|23.476    |25.409   |63.1177
207 |20.7|760.593|1110.96 |198.448    |92.4917|23.6214   |25.539   |63.2564
208 |20.8|761.4  |1117.79 |200.807    |92.5898|23.7667   |25.6688  |63.3942
209 |20.9|762.197|1124.62 |203.181    |92.6868|23.9119   |25.7986  |63.5313
210 |21  |762.984|1131.45 |205.57     |92.7825|24.057    |25.9284  |63.6674
211 |21.1|763.762|1138.26 |207.973    |92.8771|24.202    |26.0581  |63.8027
212 |21.2|764.531|1145.08 |210.391    |92.9706|24.3469   |26.1877  |63.9372
213 |21.3|765.29 |1151.89 |212.823    |93.0629|24.4916   |26.3173  |64.0709
214 |21.4|766.04 |1158.69 |215.27     |93.1541|24.6363   |26.4468  |64.2037
215 |21.5|766.781|1165.49 |217.731    |93.2442|24.7808   |26.5763  |64.3358
216 |21.6|767.513|1172.28 |220.206    |93.3333|24.9253   |26.7056  |64.467
217 |21.7|768.236|1179.07 |222.696    |93.4212|25.0696   |26.835   |64.5974
218 |21.8|768.951|1185.85 |225.2      |93.5081|25.2137   |26.9642  |64.727
219 |21.9|769.657|1192.62 |227.719    |93.5939|25.3578   |27.0934  |64.8559
220 |22  |770.354|1199.39 |230.252    |93.6787|25.5017   |27.2226  |64.9839
221 |22.1|771.043|1206.16 |232.799    |93.7625|25.6455   |27.3516  |65.1112
222 |22.2|771.723|1212.92 |235.361    |93.8452|25.7892   |27.4806  |65.2377
223 |22.3|772.396|1219.67 |237.937    |93.927 |25.9328   |27.6095  |65.3634
224 |22.4|773.06 |1226.41 |240.528    |94.0078|26.0762   |27.7384  |65.4884
225 |22.5|773.716|1233.15 |243.133    |94.0875|26.2195   |27.8671  |65.6126
226 |22.6|774.364|1239.88 |245.752    |94.1664|26.3626   |27.9958  |65.7361
227 |22.7|775.005|1246.61 |248.385    |94.2442|26.5057   |28.1244  |65.8588
228 |22.8|775.637|1253.33 |251.033    |94.3212|26.6485   |28.253   |65.9808
229 |22.9|776.262|1260.04 |253.695    |94.3972|26.7913   |28.3814  |66.1021
230 |23  |776.88 |1266.75 |256.371    |94.4723|26.9338   |28.5098  |66.2226
231 |23.1|777.49 |1273.45 |259.062    |94.5464|27.0763   |28.6381  |66.3424
232 |23.2|778.092|1280.14 |261.767    |94.6197|27.2186   |28.7663  |66.4615
233 |23.3|778.688|1286.83 |264.486    |94.6921|27.3607   |28.8944  |66.5799
234 |23.4|779.276|1293.51 |267.219    |94.7636|27.5028   |29.0225  |66.6976
235 |23.5|779.857|1300.18 |269.966    |94.8343|27.6446   |29.1504  |66.8146
236 |23.6|780.431|1306.84 |272.728    |94.9041|27.7863   |29.2783  |66.9309
237 |23.7|780.998|1313.5  |275.503    |94.973 |27.9279   |29.4061  |67.0465
238 |23.8|781.558|1320.15 |278.293    |95.0412|28.0692   |29.5338  |67.1614
239 |23.9|782.111|1326.79 |281.097    |95.1085|28.2105   |29.6614  |67.2757
240 |24  |782.658|1333.43 |283.915    |95.175 |28.3516   |29.7889  |67.3892
241 |24.1|783.198|1340.05 |286.747    |95.2406|28.4925   |29.9163  |67.5021
242 |24.2|783.732|1346.67 |289.594    |95.3055|28.6332   |30.0436  |67.6144
243 |24.3|784.259|1353.29 |292.454    |95.3696|28.7738   |30.1709  |67.726
244 |24.4|784.78 |1359.89 |295.328    |95.433 |28.9143   |30.298   |67.8369
245 |24.5|785.294|1366.49 |298.217    |95.4955|29.0545   |30.425   |67.9472
246 |24.6|785.803|1373.08 |301.119    |95.5573|29.1946   |30.552   |68.0568
247 |24.7|786.305|1379.66 |304.035    |95.6184|29.3346   |30.6788  |68.1658
248 |24.8|786.801|1386.23 |306.966    |95.6787|29.4744   |30.8055  |68.2742
249 |24.9|787.291|1392.8  |309.91     |95.7383|29.614    |30.9322  |68.3819
250 |25  |787.775|1399.36 |312.868    |95.7972|29.7534   |31.0587  |68.489
251 |25.1|788.253|1405.91 |315.84     |95.8554|29.8926   |31.1852  |68.5955
252 |25.2|788.726|1412.45 |318.826    |95.9128|30.0317   |31.3115  |68.7014
253 |25.3|789.193|1418.98 |321.826    |95.9696|30.1706   |31.4377  |68.8066
254 |25.4|789.654|1425.51 |324.84     |96.0257|30.3094   |31.5638  |68.9113
255 |25.5|790.109|1432.02 |327.868    |96.0811|30.4479   |31.6898  |69.0153
256 |25.6|790.559|1438.53 |330.91     |96.1358|30.5863   |31.8157  |69.1188
257 |25.7|791.004|1445.03 |333.965    |96.1899|30.7245   |31.9415  |69.2216
258 |25.8|791.443|1451.52 |337.034    |96.2433|30.8625   |32.0672  |69.3239
259 |25.9|791.877|1458.01 |340.117    |96.2961|31.0004   |32.1928  |69.4256
260 |26  |792.306|1464.48 |343.214    |96.3482|31.138    |32.3182  |69.5267
261 |26.1|792.73 |1470.95 |346.324    |96.3997|31.2755   |32.4436  |69.6272
262 |26.2|793.148|1477.4  |349.449    |96.4506|31.4128   |32.5688  |69.7272
263 |26.3|793.561|1483.85 |352.587    |96.5008|31.5499   |32.694   |69.8266
264 |26.4|793.97 |1490.29 |355.738    |96.5505|31.6869   |32.819   |69.9254
